,entity,tag
32699,address,I-LOC
32700,Rage,B-PER
32701,Libs,I-PER
32702,Polievre,B-PER
32703,stop,I-PER
32704,Court,B-PER
32705,Canada,I-PER
32706,Harper,B-PER
32707,SCC,B-LOC
32708,Cheers,I-LOC
32709,kind,B-PER
32710,idea,I-PER
32711,Charlie,B-PER
32712,Brown,I-PER
32713,Senators,B-ORG
32714,like,I-ORG
32715,Doctors,I-ORG
32716,role,B-ORG
32717,Canadians,I-ORG
32718,Senate,I-ORG
32719,role,B-ORG
32720,Senate,I-ORG
32721,play,I-ORG
32722,mean,B-ORG
32723,tarsands,I-ORG
32724,JTs,B-ORG
32725,idea,I-ORG
32726,Doubt,I-ORG
32727,lessons,B-PER
32728,History,I-PER
32729,Harper,B-PER
32730,desire,I-PER
32731,Liberal,B-ORG
32732,Party,I-ORG
32733,NDP,I-ORG
32734,Acting,B-PER
32735,Thinking,I-PER
32736,tone,B-PER
32737,Maggies,I-PER
32738,Rick,B-PER
32739,Salutin,I-PER
32740,Lawrence,B-ORG
32741,Martin,I-ORG
32742,like,I-ORG
32743,Republicans,B-MISC
32744,help,B-ORG
32745,President,I-ORG
32746,Obama,I-ORG
32747,Puritans,B-MISC
32748,nanny,B-PER
32749,staters,I-PER
32750,sales,B-PER
32751,tax,I-PER
32752,app,B-PER
32753,soon,I-PER
32754,Wal,B-PER
32755,Mart,I-PER
32756,Atlas,B-ORG
32757,sexist,I-ORG
32758,eys,B-PER
32759,deny,I-PER
32760,Danger,B-ORG
32761,Gap,I-ORG
32762,Analysis,I-ORG
32763,stories,B-PER
32764,men,I-PER
32765,Shamefullon,B-PER
32766,level,I-PER
32767,Says,B-ORG
32768,Quebec,I-ORG
32769,Liberal,I-ORG
32770,Redford,I-ORG
32771,talk,B-PER
32772,Provincial,I-PER
32773,Alberta,B-PER
32774,PCs,I-PER
32775,weather,B-PER
32776,Montreal,I-PER
32777,stay,B-PER
32778,CIBC,I-PER
32779,Allan,B-PER
32780,Hunsperger,I-PER
32781,QUOTE,B-ORG
32782,readers,I-ORG
32783,Alberta,I-ORG
32784,Good,B-PER
32785,luck,I-PER
32786,Jim,I-PER
32787,alleles,B-PER
32788,DNA,I-PER
32789,Greece,B-PER
32790,Election,I-PER
32791,OHIP,B-LOC
32792,anger,I-LOC
32793,Ditto,B-ORG
32794,man,I-ORG
32795,Ditto,I-ORG
32796,Rogers,B-PER
32797,WalMart,I-PER
32798,son,B-PER
32799,Kudos,I-PER
32800,laws,B-PER
32801,standards,I-PER
32802,Hope,B-PER
32803,learn,I-PER
32804,Conservatives,B-PER
32805,puzzle,I-PER
32806,Canadians,B-LOC
32807,illegal,I-LOC
32808,IOC,B-PER
32809,FIFA,I-PER
32810,IOCs,B-LOC
32811,mind,I-LOC
32812,Build,B-ORG
32813,Mars,I-ORG
32814,money,I-ORG
32815,Count,I-ORG
32816,people,B-PER
32817,Amen,I-PER
32818,Parti,B-PER
32819,Quebecois,I-PER
32820,Fox,B-LOC
32821,North,I-LOC
32822,Pladeau,B-ORG
32823,ayatollah,I-ORG
32824,Konnie,I-ORG
32825,less,B-PER
32826,talk,I-PER
32827,like,B-PER
32828,Mark,I-PER
32829,money,B-PER
32830,Canada,I-PER
32831,Investors,B-MISC
32832,kinda,B-PER
32833,like,I-PER
32834,Canadian,B-LOC
32835,job,I-LOC
32836,Welding,B-PER
32837,Bureau,I-PER
32838,Ill,B-LOC
32839,admit,I-LOC
32840,stop,B-PER
32841,Margaret,I-PER
32842,Wente,B-PER
32843,Wall,I-PER
32844,Canada,B-PER
32845,Canadians,I-PER
32846,Wente,B-PER
32847,Canadian,B-LOC
32848,value,I-LOC
32849,NDP,B-ORG
32850,Baby,I-ORG
32851,NDP,I-ORG
32852,Gosh,B-LOC
32853,snob,I-LOC
32854,zero,B-PER
32855,sense,I-PER
32856,Great,B-PER
32857,work,I-PER
32858,America,I-PER
32859,Hitler,B-PER
32860,Canada,B-PER
32861,Russia,I-PER
32862,post,B-PER
32863,Petersburg,I-PER
32864,serious,B-PER
32865,issue,I-PER
32866,start,B-PER
32867,Harper,I-PER
32868,start,B-PER
32869,Harper,I-PER
32870,Bill,B-LOC
32871,C,I-LOC
32872,end,B-PER
32873,Gong,I-PER
32874,Andre,B-LOC
32875,Mayor,B-PER
32876,Ford,I-PER
32877,man,B-ORG
32878,image,I-ORG
32879,love,I-ORG
32880,kid,I-ORG
32881,Shudder,I-ORG
32882,Hes,B-PER
32883,dead,I-PER
32884,Rob,B-PER
32885,Bull,I-PER
32886,stand,B-PER
32887,Globe,I-PER
32888,way,B-PER
32889,Rehab,I-PER
32890,Rob,B-PER
32891,Rob,I-PER
32892,Money,B-ORG
32893,spend,I-ORG
32894,Chief,B-PER
32895,Police,I-PER
32896,Makes,B-LOC
32897,angry,I-LOC
32898,David,B-LOC
32899,ass,I-LOC
32900,PMO,B-LOC
32901,example,I-LOC
32902,Heads,B-PER
32903,roll,I-PER
32904,election,B-PER
32905,October,I-PER
32906,Ford,B-LOC
32907,deny,I-LOC
32908,Proceeds,B-PER
32909,Crime,I-PER
32910,Toronto,B-LOC
32911,mayors,I-LOC
32912,Metro,B-ORG
32913,Chairs,I-ORG
32914,Rob,B-PER
32915,Ford,I-PER
32916,Liberals,B-MISC
32917,Kimmel,B-PER
32918,God,I-PER
32919,Rob,B-PER
32920,Ford,I-PER
32921,ROC,B-LOC
32922,like,I-LOC
32923,Ford,B-ORG
32924,man,I-ORG
32925,many,I-ORG
32926,people,I-ORG
32927,GTA,I-ORG
32928,Rob,B-PER
32929,Ford,I-PER
32930,thing,B-PER
32931,Shameful,I-PER
32932,Beware,B-LOC
32933,Doug,B-LOC
32934,Municipal,B-PER
32935,Politics,I-PER
32936,bozos,B-ORG
32937,mean,I-ORG
32938,bozos,I-ORG
32939,worse,B-PER
32940,Evangelist,I-PER
32941,Ford,B-PER
32942,Nation,I-PER
32943,Chicago,B-ORG
32944,California,I-ORG
32945,Globe,B-ORG
32946,wake,I-ORG
32947,Vegas,B-ORG
32948,Baby,I-ORG
32949,Yehaw,I-ORG
32950,Chicago,B-PER
32951,North,I-PER
32952,Advantage,B-LOC
32953,Tory,I-LOC
32954,mirror,B-PER
32955,HATE,I-PER
32956,Wynn,B-PER
32957,Harper,I-PER
32958,Delta,B-PER
32959,Junction,I-PER
32960,Remember,B-PER
32961,poll,I-PER
32962,Scoop,B-LOC
32963,Based,B-LOC
32964,upon,I-LOC
32965,Pipeline,B-LOC
32966,Maritimes,I-LOC
32967,Harper,B-PER
32968,Putin,I-PER
32969,Excellent,B-PER
32970,idea,I-PER
32971,Algonquin,B-PER
32972,Park,I-PER
32973,Canada,B-ORG
32974,next,I-ORG
32975,year,I-ORG
32976,Israel,B-LOC
32977,shoe,I-LOC
32978,EXTREMELY,B-ORG
32979,SIAD,I-ORG
32980,WASPs,B-LOC
32981,racketEND,B-PER
32982,STORY,I-PER
32983,lackey,B-ORG
32984,master,I-ORG
32985,South,I-ORG
32986,Democracy,B-LOC
32987,joke,I-LOC
32988,stick,B-PER
32989,Canada,I-PER
32990,Justin,B-ORG
32991,Trudeau,I-ORG
32992,joke,I-ORG
32993,Ukraine,I-ORG
32994,Harpo,B-LOC
32995,Rage,B-LOC
32996,folks,I-LOC
32997,seven,B-PER
32998,York,I-PER
32999,mean,B-PER
33000,Canada,I-PER
33001,Comrade,B-ORG
33002,Commissar,I-ORG
33003,Iraq,B-PER
33004,WMD,I-PER
33005,Nazis,B-ORG
33006,Odessa,I-ORG
33007,USA,B-LOC
33008,Shame,B-PER
33009,Jeffrey,I-PER
33010,Way,B-PER
33011,Harper,I-PER
33012,American,B-PER
33013,shore,I-PER
33014,Milne,B-ORG
33015,Simpsons,I-ORG
33016,Marios,B-PER
33017,days,I-PER
33018,Tim,B-ORG
33019,Hudak,I-ORG
33020,Tories,I-ORG
33021,CO,B-PER
33022,level,I-PER
33023,Samsung,B-PER
33024,deal,I-PER
33025,nanny,B-PER
33026,state,I-PER
33027,toll,B-PER
33028,Ill,I-PER
33029,rest,B-PER
33030,Ontariowanting,I-PER
33031,Conservative,B-LOC
33032,name,I-LOC
33033,mean,B-PER
33034,Toronto,I-PER
33035,talk,B-PER
33036,days,I-PER
33037,data,B-PER
33038,fuzzy,I-PER
33039,Jealousy,B-PER
33040,play,I-PER
33041,like,B-PER
33042,today,I-PER
33043,media,B-PER
33044,Canada,I-PER
33045,Wentes,B-PER
33046,slop,I-PER
33047,Albert,B-PER
33048,Einstein,I-PER
33049,Rob,B-PER
33050,Ford,I-PER
33051,Globe,B-PER
33052,Mail,I-PER
33053,debt,B-PER
33054,amass,I-PER
33055,source,B-PER
33056,Internet,I-PER
33057,money,B-PER
33058,misuse,I-PER
33059,likely,B-PER
33060,stern,I-PER
33061,watchlist,B-PER
33062,Ian,I-PER
33063,mass,B-PER
33064,job,I-PER
33065,Conservative,B-LOC
33066,rant,I-LOC
33067,Detroit,B-PER
33068,Camden,I-PER
33069,Margaret,B-LOC
33070,Wente,I-LOC
33071,Premier,B-LOC
33072,Ontario,I-LOC
33073,Dreadful,B-ORG
33074,stuff,I-ORG
33075,Wente,I-ORG
33076,Wente,B-PER
33077,pay,I-PER
33078,Things,B-PER
33079,bad,I-PER
33080,Typical,B-PER
33081,Toronto,I-PER
33082,Wonks,B-LOC
33083,Globe,B-PER
33084,Debate,I-PER
33085,Canadians,B-MISC
33086,care,B-ORG
33087,Margaret,I-ORG
33088,Wente,I-ORG
33089,Nobody,I-ORG
33090,like,B-PER
33091,Canada,I-PER
33092,Ontario,B-PER
33093,none,I-PER
33094,state,B-PER
33095,Toronto,I-PER
33096,learn,B-ORG
33097,expect,I-ORG
33098,Taves,I-ORG
33099,Kathleen,B-LOC
33100,Godwins,B-PER
33101,Law,I-PER
33102,grind,B-PER
33103,HARPER,I-PER
33104,Putin,B-LOC
33105,Russia,I-LOC
33106,Harper,B-PER
33107,lie,I-PER
33108,Harper,B-ORG
33109,insult,I-ORG
33110,Canada,I-ORG
33111,Chief,B-LOC
33112,Justice,I-LOC
33113,low,B-ORG
33114,Harper,I-ORG
33115,PMO,I-ORG
33116,Reform,B-LOC
33117,ideas,I-LOC
33118,Code,B-ORG
33119,Professional,I-ORG
33120,Conduct,I-ORG
33121,Prime,B-PER
33122,Minister,I-PER
33123,Tories,B-PER
33124,shame,I-PER
33125,Elections,B-LOC
33126,Canada,I-LOC
33127,Harper,B-ORG
33128,Canada,I-ORG
33129,End,I-ORG
33130,Harper,I-ORG
33131,move,B-PER
33132,Harper,I-PER
33133,Dalton,B-ORG
33134,longer,I-ORG
33135,Boston,I-ORG
33136,Incompetence,B-LOC
33137,Harperstyle,I-LOC
33138,PERIOD,B-LOC
33139,lie,B-PER
33140,Harper,I-PER
33141,Beverly,B-PER
33142,McLachlin,I-PER
33143,McGregor,B-PER
33144,Maher,I-PER
33145,Oligarchy,B-PER
33146,Judiciary,I-PER
33147,Red,B-LOC
33148,Wings,I-LOC
33149,Exalted,B-PER
33150,Potentate,I-PER
33151,Judge,B-PER
33152,smear,I-PER
33153,smalltown,B-PER
33154,Ottawa,I-PER
33155,Canadian,B-LOC
33156,English,I-LOC
33157,Harper,B-LOC
33158,Chief,B-PER
33159,Justices,I-PER
33160,Nice,B-ORG
33161,Mrs,I-ORG
33162,Poutine,I-ORG
33163,liberal,B-PER
33164,Skip,I-PER
33165,stick,B-PER
33166,man,I-PER
33167,Ford,B-LOC
33168,allege,I-LOC
33169,Forgiveness,B-MISC
33170,stop,B-PER
33171,Huh,I-PER
33172,Exactly,B-ORG
33173,earn,I-ORG
33174,City,B-PER
33175,Toronto,I-PER
33176,maze,B-PER
33177,Shining,I-PER
33178,Good,B-PER
33179,Tabatha,I-PER
33180,discourse,B-PER
33181,man,I-PER
33182,Bancock,B-PER
33183,Kabul,I-PER
33184,type,B-PER
33185,Hmmmmm,I-PER
33186,Mayor,B-PER
33187,stick,I-PER
33188,Regarrrds,B-PER
33189,Bob,I-PER
33190,administrators,B-PER
33191,TDSB,I-PER
33192,Jeffrey,B-PER
33193,Baldwin,I-PER
33194,Home,B-LOC
33195,Hospital,I-LOC
33196,Wake,B-LOC
33197,way,B-PER
33198,MrHarper,I-PER
33199,Toronto,B-PER
33200,Shame,I-PER
33201,StatsCan,B-LOC
33202,Canada,B-LOC
33203,Alberta,B-ORG
33204,destroy,I-ORG
33205,Canada,I-ORG
33206,matter,B-PER
33207,Duh,I-PER
33208,Dump,B-PER
33209,Senate,I-PER
33210,Conservative,B-LOC
33211,Party,I-LOC
33212,Trudeau,B-LOC
33213,ways,I-LOC
33214,Governor,B-ORG
33215,General,I-ORG
33216,stand,I-ORG
33217,Canada,I-ORG
33218,Tea,B-LOC
33219,Party,I-LOC
33220,weird,B-PER
33221,Nice,I-PER
33222,languish,B-PER
33223,Sad,I-PER
33224,mean,B-PER
33225,Spence,I-PER
33226,lie,B-PER
33227,Nice,I-PER
33228,Cheersthe,B-PER
33229,settla,I-PER
33230,millions,B-PER
33231,Attawatascam,I-PER
33232,Johnny,B-PER
33233,step,I-PER
33234,DeBeers,B-LOC
33235,site,I-LOC
33236,many,B-PER
33237,list,I-PER
33238,Aboriginal,B-LOC
33239,Canadians,I-LOC
33240,Chi,B-PER
33241,Miigwetch,I-PER
33242,Thank,B-ORG
33243,Toast,I-ORG
33244,FNCFNEA,B-LOC
33245,RECESSIONDEPRESSION,B-LOC
33246,sell,B-ORG
33247,oil,I-ORG
33248,gas,I-ORG
33249,China,I-ORG
33250,Canadas,B-ORG
33251,BreX,I-ORG
33252,trade,B-PER
33253,China,I-PER
33254,smug,B-PER
33255,Canadians,I-PER
33256,Burney,B-PER
33257,job,I-PER
33258,Rubbish,B-ORG
33259,USSR,I-ORG
33260,start,I-ORG
33261,WWII,I-ORG
33262,Europe,B-PER
33263,Andre,I-PER
33264,Canada,B-ORG
33265,USA,I-ORG
33266,shill,B-PER
33267,Harper,I-PER
33268,next,B-PER
33269,year,I-PER
33270,Ukraine,B-PER
33271,shame,I-PER
33272,PUTIN,B-ORG
33273,HUILO,I-ORG
33274,lala,I-ORG
33275,Canada,B-PER
33276,USA,I-PER
33277,Canada,B-LOC
33278,ally,I-LOC
33279,United,B-LOC
33280,States,I-LOC
33281,KIDDING,B-PER
33282,MEnave,I-PER
33283,anytime,B-PER
33284,soon,I-PER
33285,Good,B-ORG
33286,post,I-ORG
33287,USSR,B-ORG
33288,like,I-ORG
33289,Putin,I-ORG
33290,theyre,B-PER
33291,Jews,I-PER
33292,Prime,B-LOC
33293,Minister,I-LOC
33294,ones,B-PER
33295,Americans,I-PER
33296,Shame,B-PER
33297,indeed,I-PER
33298,Theyre,B-ORG
33299,Albertans,I-ORG
33300,Stevie,B-PER
33301,Harper,I-PER
33302,Sigh,B-PER
33303,Duffy,B-PER
33304,Wallin,I-PER
33305,Flanagan,B-PER
33306,talk,I-PER
33307,Stephen,B-PER
33308,Harper,I-PER
33309,Law,B-PER
33310,Societies,I-PER
33311,Stephen,B-ORG
33312,Cheap,I-ORG
33313,Shot,I-ORG
33314,Harper,I-ORG
33315,Fords,B-ORG
33316,Harpers,I-ORG
33317,next,I-ORG
33318,Strategically,B-LOC
33319,speak,I-LOC
33320,Harper,B-PER
33321,Canada,I-PER
33322,Chief,B-PER
33323,Justice,I-PER
33324,Vancharger,B-LOC
33325,GMO,B-ORG
33326,PMO,I-ORG
33327,IRONY,B-ORG
33328,ALERT,I-ORG
33329,tiesWake,B-LOC
33330,indeed,I-LOC
33331,year,B-PER
33332,old,I-PER
33333,moon,B-PER
33334,star,I-PER
33335,Fraser,B-PER
33336,Institute,I-PER
33337,vote,B-PER
33338,Hudak,I-PER
33339,Sorry,B-LOC
33340,pal,I-LOC
33341,sale,I-LOC
33342,TalkRadio,B-LOC
33343,post,I-LOC
33344,Bill,B-ORG
33345,Davis,I-ORG
33346,jrr,B-PER
33347,Deflection,I-PER
33348,move,B-PER
33349,Alberta,I-PER
33350,Dolly,B-ORG
33351,number,I-ORG
33352,Ontario,I-ORG
33353,Wynne,B-LOC
33354,Thank,B-PER
33355,Wente,I-PER
33356,Bang,B-ORG
33357,Wente,I-ORG
33358,WORK,B-LOC
33359,shoe,I-LOC
33360,Quebec,B-PER
33361,Liberals,I-PER
33362,tax,B-PER
33363,pay,I-PER
33364,John,B-PER
33365,Turner,I-PER
33366,Beg,B-ORG
33367,pardon,I-ORG
33368,Initially,B-PER
33369,Laughs,I-PER
33370,many,B-PER
33371,stop,I-PER
33372,Fraser,B-ORG
33373,Institute,I-ORG
33374,LOL,I-ORG
33375,deal,B-PER
33376,simple,I-PER
33377,along,B-PER
33378,talk,I-PER
33379,talk,B-PER
33380,Liebrals,I-PER
33381,Wente,B-ORG
33382,mouthpiece,I-ORG
33383,Cons,I-ORG
33384,Theyre,B-PER
33385,allpowerful,I-PER
33386,Dead,B-ORG
33387,Stan,I-ORG
33388,style,B-PER
33389,days,I-PER
33390,Fraser,B-LOC
33391,Institute,I-LOC
33392,Wynnes,B-PER
33393,Liberals,I-PER
33394,year,B-PER
33395,smartens,I-PER
33396,Ontario,B-LOC
33397,Hydro,I-LOC
33398,Liberal,B-LOC
33399,speak,I-LOC
33400,Squat,B-ORG
33401,Bupkis,I-ORG
33402,Canada,B-LOC
33403,end,I-LOC
33404,Harper,B-ORG
33405,ilk,I-ORG
33406,AntiChristians,I-ORG
33407,Harper,B-PER
33408,Kristen,I-PER
33409,Prime,B-PER
33410,Minister,I-PER
33411,Canadians,B-MISC
33412,Tea,B-PER
33413,Party,I-PER
33414,Stephen,B-PER
33415,Nixon,I-PER
33416,system,B-PER
33417,Suggestions,I-PER
33418,Master,B-PER
33419,Harper,I-PER
33420,King,B-PER
33421,Bay,I-PER
33422,WAKE,B-ORG
33423,HECK,I-ORG
33424,CANADA,I-ORG
33425,Harper,B-ORG
33426,Crippling,I-ORG
33427,Depressions,I-ORG
33428,Prime,B-PER
33429,Minister,I-PER
33430,Canada,B-PER
33431,lose,I-PER
33432,song,B-ORG
33433,deal,I-ORG
33434,directly,I-ORG
33435,snake,I-ORG
33436,situation,B-PER
33437,Shame,I-PER
33438,McKay,B-LOC
33439,Harper,I-LOC
33440,Harper,B-LOC
33441,Boycott,I-LOC
33442,Harper,B-PER
33443,speak,I-PER
33444,Harper,B-LOC
33445,Supreme,B-PER
33446,Court,I-PER
33447,Good,B-ORG
33448,idea,I-ORG
33449,Steven,B-ORG
33450,Harperfailureperiod,I-ORG
33451,key,B-PER
33452,Harper,I-PER
33453,Kim,B-PER
33454,Campbell,I-PER
33455,talk,B-PER
33456,PERIOD,I-PER
33457,Conservative,B-LOC
33458,bus,I-LOC
33459,spell,B-ORG
33460,HarperBUFFOON,I-ORG
33461,jackas,I-ORG
33462,MacKay,B-LOC
33463,SCC,I-LOC
33464,Kim,B-PER
33465,Jong,I-PER
33466,According,B-ORG
33467,Harper,I-ORG
33468,ideologically,I-ORG
33469,months,B-PER
33470,Harpo,I-PER
33471,decreeA,B-PER
33472,Coyne,I-PER
33473,Chief,B-LOC
33474,Justice,I-LOC
33475,Attorney,B-PER
33476,Generals,I-PER
33477,lol,B-PER
33478,love,I-PER
33479,CBA,B-LOC
33480,joke,B-ORG
33481,joke,I-ORG
33482,Sarcastic,I-ORG
33483,Stephen,B-PER
33484,Harper,I-PER
33485,SOC,B-PER
33486,Senate,I-PER
33487,Chief,B-PER
33488,Judge,I-PER
33489,Porter,B-LOC
33490,Carson,I-LOC
33491,believe,B-PER
33492,Star,I-PER
33493,standards,B-PER
33494,Harper,I-PER
33495,Supreme,B-PER
33496,Court,I-PER
33497,EFFING,B-PER
33498,DEAL,I-PER
33499,EFFING,B-ORG
33500,DEAL,I-ORG
33501,Canada,I-ORG
33502,None,B-PER
33503,easy,I-PER
33504,Otherwise,B-PER
33505,ignore,I-PER
33506,stand,B-PER
33507,Canada,I-PER
33508,SCoC,B-ORG
33509,Jamaica,B-PER
33510,Bumbacl,I-PER
33511,Fawn,B-PER
33512,Lake,I-PER
33513,sale,B-PER
33514,Yeah,I-PER
33515,Wheres,B-PER
33516,Waldo,I-PER
33517,Satan,B-PER
33518,Theyre,I-PER
33519,Hmmm,B-LOC
33520,Yep,B-LOC
33521,lie,I-LOC
33522,ALLAN,B-PER
33523,ROSS,I-PER
33524,Liberal,B-PER
33525,Fisaco,I-PER
33526,Humours,B-ORG
33527,thing,I-ORG
33528,Prog,I-ORG
33529,Rob,B-LOC
33530,Fordcured,I-LOC
33531,man,B-PER
33532,dream,I-PER
33533,jack,B-ORG
33534,layton,I-ORG
33535,massage,I-ORG
33536,CLOWNAll,B-ORG
33537,Torontonians,I-ORG
33538,duh,B-PER
33539,Nile,I-PER
33540,Lying,B-LOC
33541,pig,I-LOC
33542,Rob,B-PER
33543,Ford,I-PER
33544,sand,B-PER
33545,extent,I-PER
33546,City,B-PER
33547,Toronto,I-PER
33548,pay,B-PER
33549,Seriously,I-PER
33550,Wheres,B-PER
33551,Waldo,I-PER
33552,Pulling,B-ORG
33553,Darryl,I-ORG
33554,Strawberry,I-ORG
33555,Hes,B-ORG
33556,teach,I-ORG
33557,Harvard,I-ORG
33558,Toronto,B-ORG
33559,care,I-ORG
33560,less,I-ORG
33561,like,B-PER
33562,Fords,I-PER
33563,October,B-LOC
33564,sequel,I-LOC
33565,six,B-PER
33566,months,I-PER
33567,hell,B-PER
33568,Globe,I-PER
33569,Jimmy,B-PER
33570,Kimmel,I-PER
33571,Bad,B-ORG
33572,JuJu,I-ORG
33573,Carleton,I-ORG
33574,Steve,B-ORG
33575,question,I-ORG
33576,Sorry,I-ORG
33577,Gawds,B-ORG
33578,sake,I-ORG
33579,man,I-ORG
33580,alone,I-ORG
33581,people,B-ORG
33582,Toronto,I-ORG
33583,alone,I-ORG
33584,Problem,B-LOC
33585,solve,I-LOC
33586,Margaret,B-PER
33587,Trudeau,I-PER
33588,Heave,B-ORG
33589,Steve,I-ORG
33590,mailroom,I-ORG
33591,Chief,B-PER
33592,Justice,I-PER
33593,reProgressiveis,B-PER
33594,Steve,I-PER
33595,TEA,B-PER
33596,Party,I-PER
33597,Line,B-LOC
33598,along,I-LOC
33599,example,I-LOC
33600,small,B-PER
33601,mind,I-PER
33602,Rob,B-LOC
33603,Ford,I-LOC
33604,Phillipines,B-LOC
33605,indeed,I-LOC
33606,mental,B-ORG
33607,disorder,I-ORG
33608,Seriously,I-ORG
33609,DICTATORSHIPS,B-LOC
33610,LIKE,I-LOC
33611,Fidel,B-PER
33612,Castro,I-PER
33613,Prime,B-LOC
33614,Minister,I-LOC
33615,Canada,I-LOC
33616,Harpocons,B-PER
33617,level,I-PER
33618,Reform,B-LOC
33619,okay,I-LOC
33620,BTW,B-LOC
33621,trend,I-LOC
33622,hope,B-PER
33623,Steve,I-PER
33624,Gladstone,B-PER
33625,Steve,I-PER
33626,major,B-PER
33627,Parties,I-PER
33628,CANADA,B-ORG
33629,VOTE,I-ORG
33630,Branson,B-PER
33631,Missouri,I-PER
33632,Prime,B-PER
33633,Minister,I-PER
33634,much,B-ORG
33635,learn,I-ORG
33636,Unfortunately,I-ORG
33637,Stephen,B-PER
33638,Harper,I-PER
33639,Tea,B-ORG
33640,Party,I-ORG
33641,Canada,I-ORG
33642,Justice,B-PER
33643,Nadon,I-PER
33644,set,B-PER
33645,Seems,I-PER
33646,inner,B-PER
33647,Nixon,I-PER
33648,Court,B-PER
33649,God,I-PER
33650,righthand,B-PER
33651,God,I-PER
33652,somehow,B-PER
33653,unAmerican,I-PER
33654,King,B-PER
33655,Byng,I-PER
33656,Stop,B-ORG
33657,ATTACKING,I-ORG
33658,Liberals,B-PER
33659,lol,I-PER
33660,Lirfu,B-PER
33661,mess,I-PER
33662,eye,B-PER
33663,eye,I-PER
33664,sell,B-PER
33665,news,I-PER
33666,GARBAGE,B-LOC
33667,Justin,B-ORG
33668,TrudeauPreparing,I-ORG
33669,lose,I-ORG
33670,Vic,B-PER
33671,Toews,I-PER
33672,Contest,B-PER
33673,Elites,I-PER
33674,Rob,B-ORG
33675,Ford,I-ORG
33676,Youve,I-ORG
33677,sure,B-PER
33678,joke,I-PER
33679,Governor,B-LOC
33680,General,I-LOC
33681,Harper,B-PER
33682,Canada,B-LOC
33683,share,I-LOC
33684,Sweden,B-ORG
33685,soon,I-ORG
33686,Middle,B-PER
33687,East,I-PER
33688,expect,B-PER
33689,Globe,I-PER
33690,men,B-PER
33691,Period,I-PER
33692,Radical,B-ORG
33693,Islam,I-ORG
33694,Canada,B-ORG
33695,Boko,I-ORG
33696,Conservative,I-ORG
33697,actors,B-PER
33698,Syria,I-PER
33699,Tim,B-ORG
33700,False,I-ORG
33701,analogy,I-ORG
33702,Bill,B-PER
33703,Rights,I-PER
33704,National,B-ORG
33705,Post,I-ORG
33706,Justice,B-PER
33707,legally,I-PER
33708,stand,B-PER
33709,way,I-PER
33710,Kirk,B-PER
33711,Makin,I-PER
33712,Bang,B-ORG
33713,dead,I-ORG
33714,sir,I-ORG
33715,Harpers,B-PER
33716,strategy,I-PER
33717,Stephen,B-PER
33718,Harper,I-PER
33719,Likely,B-ORG
33720,reply,I-ORG
33721,Baaa,I-ORG
33722,Insurance,B-PER
33723,Parsons,I-PER
33724,FordHarper,B-LOC
33725,nations,I-LOC
33726,Thanks,B-ORG
33727,Kirk,I-ORG
33728,Makin,I-ORG
33729,onto,B-PER
33730,Court,I-PER
33731,Peter,B-PER
33732,MacKay,I-PER
33733,Straight,B-PER
33734,Talk,I-PER
33735,Harper,B-PER
33736,Igor,I-PER
33737,ReformAlliance,B-PER
33738,sympathizers,I-PER
33739,stay,B-PER
33740,silent,I-PER
33741,Supreme,B-PER
33742,Court,I-PER
33743,Green,B-PER
33744,Party,I-PER
33745,Green,B-PER
33746,Party,I-PER
33747,Ottawa,B-ORG
33748,Check,I-ORG
33749,httpgooglncmBO,I-ORG
33750,Sun,B-LOC
33751,News,I-LOC
33752,Green,B-LOC
33753,Party,I-LOC
33754,Ontario,B-PER
33755,Catholics,I-PER
33756,Supreme,B-PER
33757,Court,I-PER
33758,keep,B-PER
33759,slave,I-PER
33760,www,B-PER
33761,BishopAccountabilityorg,I-PER
33762,Catholic,B-PER
33763,school,I-PER
33764,Catholic,B-PER
33765,teach,I-PER
33766,disadvantage,B-PER
33767,among,I-PER
33768,HahahahhahahahahhahahahahhaHahhahahshahahhahahahahahahahahaThats,B-ORG
33769,good,I-ORG
33770,set,B-PER
33771,apart,I-PER
33772,Ontario,B-LOC
33773,TAX,B-PER
33774,DOLLARS,I-PER
33775,Seems,B-ORG
33776,open,I-ORG
33777,season,I-ORG
33778,Catholics,I-ORG
33779,Political,B-PER
33780,Correctness,I-PER
33781,Remember,B-ORG
33782,Morton,I-ORG
33783,Schulman,I-ORG
33784,simply,B-PER
33785,sense,I-PER
33786,lead,B-PER
33787,Province,I-PER
33788,Hudak,B-PER
33789,Scary,I-PER
33790,Straight,B-LOC
33791,Talk,I-LOC
33792,Mexico,B-LOC
33793,Hardly,I-LOC
33794,Dnieper,B-PER
33795,RiverHa,I-PER
33796,PARENTAL,B-ORG
33797,CHOICE,I-ORG
33798,Unless,I-ORG
33799,dark,B-PER
33800,side,I-PER
33801,Bangladesh,B-PER
33802,Andre,I-PER
33803,Meanwhile,B-PER
33804,School,B-PER
33805,Boards,I-PER
33806,next,B-PER
33807,year,I-PER
33808,exist,B-PER
33809,today,I-PER
33810,Protection,B-ORG
33811,weak,I-ORG
33812,ones,I-ORG
33813,Allberta,B-PER
33814,Advantage,I-PER
33815,dare,B-PER
33816,solve,I-PER
33817,experts,B-PER
33818,West,I-PER
33819,Like,B-PER
33820,time,I-PER
33821,skills,B-PER
33822,sheer,I-PER
33823,smart,I-PER
33824,EXCESSIVE,B-LOC
